Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartDateTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.712125400,6.1185,6.1185,0.0000,0.1847,6.0959,0.2430,5.8529,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.718243900,7.0391,7.0391,0.0000,0.1660,6.9598,0.1707,6.7891,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.725283000,1.8461,1.8461,0.0000,0.0905,1.7976,0.0828,1.7148,2.1062,15.1127,1.6661,2246.2028,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.727129100,3.0796,3.0796,0.0000,0.0420,3.1927,0.3669,2.8258,15.3728,2.5332,-13.2666,2248.0489,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.730208700,7.1871,7.1871,0.0000,0.1589,7.1396,0.1798,6.9598,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.737395800,6.4317,6.4317,0.0000,0.1150,6.4141,0.1772,6.2369,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.743827500,0.9592,0.9592,0.0000,0.1006,0.8937,0.0669,0.8268,1.2076,16.4636,14.1652,2264.7473,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.744786700,4.5674,4.5674,0.0000,0.0351,4.6331,0.3345,4.2986,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.749354100,5.0602,5.0602,0.0000,0.1046,5.0535,0.1779,4.8756,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.754414300,6.8412,6.8412,0.0000,0.1024,6.7840,0.1013,6.6827,7.0844,11.3316,-5.8768,2275.3341,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.761255500,0.1232,0.1232,0.0000,0.0452,0.3070,0.3070,0.0000,11.5748,4.5350,-4.4904,2282.1753,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.761378700,7.1097,7.1097,0.0000,0.2307,6.9758,0.1637,6.8121,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.768488400,4.8384,4.8384,0.0000,0.1010,4.9968,0.3387,4.6581,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.773326800,3.7779,3.7779,0.0000,0.2618,3.5574,0.0786,3.4788,4.0385,16.6015,7.5363,2294.2466,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.777104700,3.0276,3.0276,0.0000,0.0413,3.2574,0.5115,2.7459,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.780132300,4.4828,4.4828,0.0000,0.2735,4.3069,0.1683,4.1386,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.784615100,6.6410,6.6410,0.0000,0.1021,6.6263,0.1897,6.4366,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.791256100,2.4606,2.4606,0.0000,0.0923,2.4091,0.0772,2.3319,2.7107,16.7074,1.3278,2312.1759,NA,NA,NA
